id,bookName,bookingSystem,region,cutTime,status,bookType,internalRiskControlFramework,fxTreatment,riskRelevant,pnlRelevant,description,bookOwnerId,costCenter,costCenterType,subDeskId,subdesk,subDeskType,deskId,deskCode,desk,deskRegion,deskCity,functionId,function,functionCat,segmentId,segment,areaId,area,groupId,group
84,GAJF,MX,US,London,Open,Test,CreditRisk,NA,Valid,NotValid,relative value the outside outside for relative book exotic a mammoth exotic trading ,834252,17,costCentre_A,9,UMVEBO,Strategic,5,VWQZQY,SWISS FLOW FX MANAGEMENT,UK,Tokyo,1,EMEA Macro Flow,Cat,1,FxCash,1,FX,1,IB
85,UBUM,Aladdin,US,NewYork,Closed,Prod,NA,DailySellDown,Valid,NotValid,making capital market quantititve mammoth the for relative exotic trading market exotic ,556669,18,costCentre_B,9,UMVEBO,Strategic,5,VWQZQY,SWISS FLOW FX MANAGEMENT,UK,Tokyo,1,EMEA Macro Flow,Cat,1,FxCash,1,FX,1,IB
86,SIXS,Calypso,US,London,Open,Prod,MarketRisk,NA,Valid,Valid,of industry relative book the mammoth industry a making relative a of exotic industry price book ,264458,18,costCentre_B,9,UMVEBO,Strategic,5,VWQZQY,SWISS FLOW FX MANAGEMENT,UK,Tokyo,1,EMEA Macro Flow,Cat,1,FxCash,1,FX,1,IB
87,JCQN,Calypso,US,NewYork,Open,Prod,MarketRisk,DailySellDown,NotValid,Valid,of trading book of market a book mammoth making book book mammoth of making outside ,428126,18,costCentre_B,9,UMVEBO,Strategic,5,VWQZQY,SWISS FLOW FX MANAGEMENT,UK,Tokyo,1,EMEA Macro Flow,Cat,1,FxCash,1,FX,1,IB
88,QRRZ,Calypso,EMEA,Tokyo,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,,128504,18,costCentre_B,9,UMVEBO,Strategic,5,VWQZQY,SWISS FLOW FX MANAGEMENT,UK,Tokyo,1,EMEA Macro Flow,Cat,1,FxCash,1,FX,1,IB
89,LTMN,LoanIQ,EMEA,London,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,industry internal outside a trading for book for making capital of outside exotic outside making book book book a internal ,195045,18,costCentre_B,9,UMVEBO,Strategic,5,VWQZQY,SWISS FLOW FX MANAGEMENT,UK,Tokyo,1,EMEA Macro Flow,Cat,1,FxCash,1,FX,1,IB
90,ZQAU,MX,EMEA,NewYork,Open,Test,MarketRisk,Other,Valid,Valid,relative the a the industry outside quantititve ,119165,19,costCentre_Y,10,LTHJVZ,Hedging,5,VWQZQY,SWISS FLOW FX MANAGEMENT,UK,Tokyo,1,EMEA Macro Flow,Cat,1,FxCash,1,FX,1,IB
91,KLLE,Calypso,EMEA,London,Closed,Prod,MarketRisk,NA,Valid,NotValid,,767432,19,costCentre_Y,10,LTHJVZ,Hedging,5,VWQZQY,SWISS FLOW FX MANAGEMENT,UK,Tokyo,1,EMEA Macro Flow,Cat,1,FxCash,1,FX,1,IB
92,RLZA,Aladdin,APAC,HongKong,Open,Prod,CreditRisk,NA,Valid,NotValid,the trading book internal the value exotic internal for outside relative industry market making market outside relative ,164969,19,costCentre_Y,10,LTHJVZ,Hedging,5,VWQZQY,SWISS FLOW FX MANAGEMENT,UK,Tokyo,1,EMEA Macro Flow,Cat,1,FxCash,1,FX,1,IB
93,UVDF,ION,US,HongKong,Closed,Prod,NA,DailySellDown,Valid,Valid,,347606,19,costCentre_Y,10,LTHJVZ,Hedging,5,VWQZQY,SWISS FLOW FX MANAGEMENT,UK,Tokyo,1,EMEA Macro Flow,Cat,1,FxCash,1,FX,1,IB
94,NATH,MX,US,NewYork,Open,NonProd,CreditRisk,,NotValid,Valid,internal a internal industry for book of trading relative value making quantititve of capital ,723780,19,costCentre_Y,10,LTHJVZ,Hedging,5,VWQZQY,SWISS FLOW FX MANAGEMENT,UK,Tokyo,1,EMEA Macro Flow,Cat,1,FxCash,1,FX,1,IB
95,VSXL,MX,US,NewYork,Open,Prod,MarketRisk,Other,Valid,Valid,,843924,20,costCentre_C,10,LTHJVZ,Hedging,5,VWQZQY,SWISS FLOW FX MANAGEMENT,UK,Tokyo,1,EMEA Macro Flow,Cat,1,FxCash,1,FX,1,IB
96,BJYP,Aladdin,APAC,NewYork,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,price a quantititve relative outside outside market a market price industry price for of book capital making a quantititve ,280603,20,costCentre_C,10,LTHJVZ,Hedging,5,VWQZQY,SWISS FLOW FX MANAGEMENT,UK,Tokyo,1,EMEA Macro Flow,Cat,1,FxCash,1,FX,1,IB
97,JXOH,MX,EMEA,HongKong,Open,Prod,MarketRisk,Other,Valid,Valid,book outside a quantititve market value the the outside making ,617297,20,costCentre_C,10,LTHJVZ,Hedging,5,VWQZQY,SWISS FLOW FX MANAGEMENT,UK,Tokyo,1,EMEA Macro Flow,Cat,1,FxCash,1,FX,1,IB
98,LBOM,MX,US,NewYork,Open,Test,MarketRisk,NA,Valid,Valid,outside the mammoth relative market outside making book outside relative market ,414869,20,costCentre_C,10,LTHJVZ,Hedging,5,VWQZQY,SWISS FLOW FX MANAGEMENT,UK,Tokyo,1,EMEA Macro Flow,Cat,1,FxCash,1,FX,1,IB
99,MRKC,MX,EMEA,NewYork,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,trading market for capital value industry for industry book relative ,982778,20,costCentre_C,10,LTHJVZ,Hedging,5,VWQZQY,SWISS FLOW FX MANAGEMENT,UK,Tokyo,1,EMEA Macro Flow,Cat,1,FxCash,1,FX,1,IB
100,GQRJ,Calypso,APAC,London,Open,Prod,CreditRisk,NA,Valid,NotValid,of a making industry mammoth internal exotic internal for a price industry exotic market book relative making market trading ,175568,21,costCentre_Y,11,ZPOTCU,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
101,KJOB,Aladdin,EMEA,London,Closed,Test,CreditRisk,Other,Valid,Valid,industry the mammoth making internal the outside value the relative relative value for mammoth internal exotic of for market ,659126,21,costCentre_Y,11,ZPOTCU,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
102,KOOR,Anvil,US,HongKong,Open,Prod,MarketRisk,MonthlySellDown,Valid,NotValid,mammoth value book industry price the value the quantititve ,161624,21,costCentre_Y,11,ZPOTCU,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
103,SAEZ,Anvil,APAC,NewYork,Open,Prod,CreditRisk,NA,Valid,NotValid,quantititve value quantititve a ,756988,21,costCentre_Y,11,ZPOTCU,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
104,ENZI,MX,APAC,London,Open,Prod,MarketRisk,NA,Valid,Valid,,602019,21,costCentre_Y,11,ZPOTCU,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
105,YRPJ,Anvil,US,Tokyo,Closed,Prod,CreditRisk,NA,Valid,Valid,,964136,22,costCentre_G,11,ZPOTCU,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
106,LNDC,Calypso,US,NewYork,Closed,Test,CreditRisk,,NotValid,NotValid,book trading industry mammoth of value market book industry exotic industry mammoth a trading ,452953,22,costCentre_G,11,ZPOTCU,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
107,ONIT,Anvil,APAC,HongKong,Open,Test,MarketRisk,MonthlySellDown,Valid,Valid,industry market value exotic relative book internal value price a ,679894,22,costCentre_G,11,ZPOTCU,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
108,CQVZ,Aladdin,US,NewYork,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,,374015,22,costCentre_G,11,ZPOTCU,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
109,LVQG,MySys,US,Tokyo,Open,Prod,MarketRisk,Other,Valid,Valid,,747959,22,costCentre_G,11,ZPOTCU,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
110,OMXV,LoanIQ,EMEA,London,Open,Prod,MarketRisk,DailySellDown,Valid,NotValid,,889675,23,costCentre_B,12,CZSSDK,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
111,MJCP,MX,US,HongKong,Open,Prod,NA,,Valid,Valid,value of industry mammoth internal capital a ,800450,23,costCentre_B,12,CZSSDK,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
112,ILEC,LoanIQ,EMEA,Tokyo,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,relative exotic price the quantititve trading market price book for market internal mammoth ,389180,23,costCentre_B,12,CZSSDK,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
113,DSHJ,MX,US,Tokyo,Open,Prod,CreditRisk,,Valid,Valid,,778567,23,costCentre_B,12,CZSSDK,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
114,GAAI,MX,EMEA,London,Open,Prod,CreditRisk,NA,Valid,Valid,market for quantititve internal internal for ,827452,23,costCentre_B,12,CZSSDK,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
115,MRHT,Calypso,US,HongKong,Open,Prod,MarketRisk,NA,Valid,Valid,industry mammoth exotic capital book of the internal book industry price capital exotic market industry capital price of market capital ,859443,24,costCentre_C,12,CZSSDK,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
116,ADNY,MySys,US,NewYork,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,relative market internal a mammoth market the exotic for market outside quantititve industry outside for making outside making ,841117,24,costCentre_C,12,CZSSDK,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
117,CIDT,Aladdin,EMEA,London,Closed,Prod,CreditRisk,Other,Valid,Valid,market quantititve internal book the capital internal quantititve of price of the book book of for trading making ,719659,24,costCentre_C,12,CZSSDK,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
118,LNHB,LoanIQ,EMEA,HongKong,Open,Test,CreditRisk,NA,Valid,Valid,a internal for relative mammoth internal price value outside of market internal price trading mammoth exotic market ,801585,24,costCentre_C,12,CZSSDK,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
119,EKGQ,LoanIQ,APAC,HongKong,Closed,Prod,MarketRisk,MonthlySellDown,NotValid,Valid,,755162,24,costCentre_C,12,CZSSDK,Strategic,6,NFVJAQ,SWISS CASH ALGO TRADING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
120,KCUX,Aladdin,APAC,Tokyo,Open,Prod,CreditRisk,NA,NotValid,Valid,,233569,25,costCentre_C,13,FGQHTQ,Strategic,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
121,NEJX,BBG,APAC,Tokyo,Open,Test,MarketRisk,MonthlySellDown,Valid,Valid,industry outside internal price price capital exotic ,230351,25,costCentre_C,13,FGQHTQ,Strategic,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
122,NBEH,MX,APAC,Tokyo,Open,Prod,MarketRisk,Other,Valid,NotValid,relative internal internal a making of value a of of for ,469852,25,costCentre_C,13,FGQHTQ,Strategic,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
123,DCBO,ION,US,HongKong,Open,Test,MarketRisk,MonthlySellDown,NotValid,Valid,book internal capital the for relative of outside trading internal mammoth outside value exotic ,425942,25,costCentre_C,13,FGQHTQ,Strategic,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
124,OGCN,Calypso,APAC,Tokyo,Open,Prod,MarketRisk,Other,Valid,Valid,,236830,25,costCentre_C,13,FGQHTQ,Strategic,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
125,XNUA,BBG,EMEA,London,Open,Prod,CreditRisk,DailySellDown,NotValid,Valid,,775981,26,costCentre_B,13,FGQHTQ,Strategic,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
126,RJAR,Aladdin,EMEA,Tokyo,Open,Prod,CreditRisk,Other,Valid,Valid,for price mammoth the of exotic of price price a price exotic price ,514459,26,costCentre_B,13,FGQHTQ,Strategic,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
127,TUUI,Aladdin,US,NewYork,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,the price for quantititve mammoth industry a internal internal outside outside ,753801,26,costCentre_B,13,FGQHTQ,Strategic,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
128,KSGI,Anvil,APAC,Tokyo,Open,Prod,MarketRisk,NA,Valid,Valid,,750336,26,costCentre_B,13,FGQHTQ,Strategic,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
129,FYUX,Calypso,EMEA,London,Closed,Test,CreditRisk,Other,Valid,Valid,,671686,26,costCentre_B,13,FGQHTQ,Strategic,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
130,MQGB,LoanIQ,US,Tokyo,Open,Prod,CreditRisk,NA,Valid,Valid,price a exotic trading ,651227,27,costCentre_C,14,YFZREJ,RiskManagement,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
131,EUPS,Calypso,EMEA,HongKong,Open,Test,CreditRisk,NA,NotValid,Valid,,221879,27,costCentre_C,14,YFZREJ,RiskManagement,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
132,SWLF,Aladdin,EMEA,NewYork,Open,Prod,NA,MonthlySellDown,Valid,Valid,,517456,27,costCentre_C,14,YFZREJ,RiskManagement,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
133,KGAI,BBG,US,NewYork,Open,Prod,MarketRisk,MonthlySellDown,NotValid,Valid,outside outside book market the of the market mammoth for internal the ,925584,27,costCentre_C,14,YFZREJ,RiskManagement,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
134,EXMS,Calypso,EMEA,London,Closed,Prod,MarketRisk,Other,Valid,Valid,price the book book value the making capital trading making for quantititve exotic industry capital industry ,978107,27,costCentre_C,14,YFZREJ,RiskManagement,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
135,MPTG,Anvil,US,Tokyo,Open,Prod,MarketRisk,MonthlySellDown,NotValid,Valid,relative the outside value ,125117,28,costCentre_Y,14,YFZREJ,RiskManagement,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
136,ERBJ,SwapsWire,EMEA,HongKong,Open,Prod,NA,DailySellDown,Valid,Valid,internal industry capital of internal market price outside relative internal outside book the internal trading quantititve ,435354,28,costCentre_Y,14,YFZREJ,RiskManagement,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
137,AUFQ,SwapsWire,EMEA,Tokyo,Closed,Prod,NA,Other,Valid,Valid,industry market quantititve a ,924104,28,costCentre_Y,14,YFZREJ,RiskManagement,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
138,SABU,Calypso,EMEA,HongKong,Closed,Prod,MarketRisk,DailySellDown,NotValid,NotValid,value price quantititve outside market ,250077,28,costCentre_Y,14,YFZREJ,RiskManagement,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
139,SKIY,MX,EMEA,London,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,book a trading a outside relative ,655953,28,costCentre_Y,14,YFZREJ,RiskManagement,7,IKHCMD,EM CASH SECURITIES HEDGING,TK,London,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
140,QWMI,LoanIQ,EMEA,HongKong,Closed,Prod,MarketRisk,DailySellDown,NotValid,Valid,value trading for capital price price the value outside trading relative for the the ,882305,29,costCentre_G,15,VOBEHA,RiskManagement,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
141,NUWV,MX,APAC,London,Open,NonProd,CreditRisk,MonthlySellDown,Valid,Valid,value price quantititve the price market exotic value ,957353,29,costCentre_G,15,VOBEHA,RiskManagement,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
142,DDGW,MySys,APAC,Tokyo,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,quantititve trading relative quantititve price making book quantititve book ,764665,29,costCentre_G,15,VOBEHA,RiskManagement,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
143,DXJI,ION,EMEA,London,Open,Prod,CreditRisk,Other,Valid,Valid,a the internal outside mammoth value for a the market a book outside trading a industry price exotic quantititve ,843868,29,costCentre_G,15,VOBEHA,RiskManagement,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
144,GZFV,Calypso,US,HongKong,Open,Test,NA,MonthlySellDown,Valid,Valid,book capital relative the outside the of ,223903,29,costCentre_G,15,VOBEHA,RiskManagement,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
145,GJSU,MX,US,London,Open,Prod,NA,MonthlySellDown,Valid,Valid,internal value a mammoth quantititve exotic the price relative mammoth internal market book trading ,687987,30,costCentre_G,15,VOBEHA,RiskManagement,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
146,QHAZ,BBG,EMEA,HongKong,Open,Test,MarketRisk,DailySellDown,Valid,Valid,mammoth mammoth exotic price outside trading of book mammoth ,455136,30,costCentre_G,15,VOBEHA,RiskManagement,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
147,ZCXF,MySys,EMEA,Tokyo,Open,NonProd,NA,Other,Valid,Valid,,946227,30,costCentre_G,15,VOBEHA,RiskManagement,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
148,RYQW,Anvil,APAC,Tokyo,Open,Prod,MarketRisk,NA,Valid,Valid,,802681,30,costCentre_G,15,VOBEHA,RiskManagement,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
149,REIE,MX,US,Tokyo,Open,NonProd,NA,MonthlySellDown,Valid,Valid,,521462,30,costCentre_G,15,VOBEHA,RiskManagement,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
150,YABB,Anvil,EMEA,HongKong,Open,Test,MarketRisk,DailySellDown,Valid,Valid,,971736,31,costCentre_G,16,IZPABQ,MarketMaking,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
151,FJPU,MX,APAC,HongKong,Open,Prod,CreditRisk,DailySellDown,Valid,Valid,,266442,31,costCentre_G,16,IZPABQ,MarketMaking,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
152,RHHF,Anvil,EMEA,HongKong,Open,Prod,NA,DailySellDown,Valid,Valid,,912367,31,costCentre_G,16,IZPABQ,MarketMaking,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
153,VCYO,ION,APAC,Tokyo,Open,Test,MarketRisk,Other,Valid,Valid,book a mammoth industry making industry ,591308,31,costCentre_G,16,IZPABQ,MarketMaking,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
154,HRVW,LoanIQ,US,London,Open,Prod,MarketRisk,Other,Valid,Valid,of value capital making for internal book trading mammoth book price ,966133,31,costCentre_G,16,IZPABQ,MarketMaking,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
155,WCXM,Aladdin,APAC,Tokyo,Open,Prod,MarketRisk,NA,Valid,Valid,making making relative trading relative a the book ,313770,32,costCentre_B,16,IZPABQ,MarketMaking,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
156,ORKH,MySys,APAC,London,Open,Prod,MarketRisk,NA,Valid,Valid,for mammoth mammoth a the capital internal of making ,969254,32,costCentre_B,16,IZPABQ,MarketMaking,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
157,XHFK,Anvil,EMEA,London,Open,NonProd,MarketRisk,MonthlySellDown,Valid,Valid,,480593,32,costCentre_B,16,IZPABQ,MarketMaking,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
158,OTUI,MX,EMEA,HongKong,Open,Prod,CreditRisk,DailySellDown,Valid,NotValid,the industry market quantititve making for a exotic quantititve market trading book exotic ,861355,32,costCentre_B,16,IZPABQ,MarketMaking,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
159,TDJZ,Calypso,US,London,Open,NonProd,NA,NA,Valid,Valid,exotic book trading relative capital value relative price capital mammoth ,927493,32,costCentre_B,16,IZPABQ,MarketMaking,8,MNHBZX,APAC STRUCTURED ALGO HEDGING,TK,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
160,WZPD,Calypso,US,Tokyo,Open,Prod,MarketRisk,Other,Valid,Valid,outside quantititve the capital quantititve for a ,305617,33,costCentre_C,17,EZXFFC,RiskManagement,9,KGHREW,SCANDI EXOTIC SECURITIES STRATEGIC,AUS,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
161,QGHA,Calypso,APAC,NewYork,Open,Prod,CreditRisk,NA,NotValid,Valid,making market trading mammoth ,263315,33,costCentre_C,17,EZXFFC,RiskManagement,9,KGHREW,SCANDI EXOTIC SECURITIES STRATEGIC,AUS,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
162,AAJK,MX,US,NewYork,Open,Prod,CreditRisk,Other,Valid,Valid,market trading industry value mammoth industry price relative internal trading value the ,160202,33,costCentre_C,17,EZXFFC,RiskManagement,9,KGHREW,SCANDI EXOTIC SECURITIES STRATEGIC,AUS,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
163,ACFH,MX,EMEA,NewYork,Closed,Prod,CreditRisk,MonthlySellDown,Valid,Valid,market market capital of ,915617,33,costCentre_C,17,EZXFFC,RiskManagement,9,KGHREW,SCANDI EXOTIC SECURITIES STRATEGIC,AUS,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
164,AUMK,Aladdin,EMEA,London,Open,Prod,NA,Other,NotValid,Valid,,762632,33,costCentre_C,17,EZXFFC,RiskManagement,9,KGHREW,SCANDI EXOTIC SECURITIES STRATEGIC,AUS,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
165,USXI,Calypso,US,HongKong,Open,Prod,MarketRisk,Other,Valid,NotValid,book industry for a trading of trading price industry relative of a the relative industry ,977532,34,costCentre_Y,17,EZXFFC,RiskManagement,9,KGHREW,SCANDI EXOTIC SECURITIES STRATEGIC,AUS,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
166,HEGJ,MX,US,Tokyo,Closed,Prod,MarketRisk,Other,Valid,Valid,making the book trading ,450449,34,costCentre_Y,17,EZXFFC,RiskManagement,9,KGHREW,SCANDI EXOTIC SECURITIES STRATEGIC,AUS,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
167,AHNP,Aladdin,EMEA,NewYork,Open,Test,MarketRisk,Other,Valid,Valid,making industry exotic relative trading price internal value of a mammoth value capital book for for ,203881,34,costCentre_Y,17,EZXFFC,RiskManagement,9,KGHREW,SCANDI EXOTIC SECURITIES STRATEGIC,AUS,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
168,DDTV,BBG,US,Tokyo,Closed,Prod,MarketRisk,NA,Valid,Valid,capital relative value outside exotic outside industry book the trading trading value ,409080,34,costCentre_Y,17,EZXFFC,RiskManagement,9,KGHREW,SCANDI EXOTIC SECURITIES STRATEGIC,AUS,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
169,AMRW,Calypso,EMEA,NewYork,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,,301656,34,costCentre_Y,17,EZXFFC,RiskManagement,9,KGHREW,SCANDI EXOTIC SECURITIES STRATEGIC,AUS,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
170,LXRV,BBG,US,NewYork,Closed,Prod,MarketRisk,NA,NotValid,Valid,,599714,35,costCentre_G,18,JQHRLR,Hedging,9,KGHREW,SCANDI EXOTIC SECURITIES STRATEGIC,AUS,New York,2,EMEA Macro Flow,Cat3,1,FxCash,1,FX,1,IB
